10.445653200149536s to calculate
0.03365015983581543s to dump
         1087997 function calls (1072484 primitive calls) in 11.320 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      311    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 units.py:1(<module>)
     5734    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 getlimits.py:164(_register_known_types)
      168    0.001    0.000    0.001    0.000 _shape_base_impl.py:622(column_stack)
      128    0.000    0.000    0.001    0.000 inspect.py:3087(replace)
     6294    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:55(_make_fontconfig_parser)
      557    0.001    0.000    0.001    0.000 {built-in method numpy.array}
     1999    0.001    0.000    0.001    0.000 __init__.py:694(_get)
       15    0.000    0.000    0.001    0.000 patches.py:790(get_patch_transform)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
       15    0.000    0.000    0.001    0.000 core.py:617(set_parse_action)
      245    0.001    0.000    0.001    0.000 core.py:460(__init__)
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
     23/6    0.000    0.000    0.001    0.000 core.py:4613(streamline)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
     2686    0.001    0.000    0.001    0.000 util.py:189(is_consecutive)
        1    0.000    0.000    0.001    0.001 __init__.py:469(StrFormatStyle)
        1    0.000    0.000    0.001    0.001 _base.py:813(_init_axis)
       14    0.000    0.000    0.001    0.000 axis.py:329(_apply_params)
       32    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.001    0.001 _scimath_impl.py:1(<module>)
      320    0.001    0.000    0.001    0.000 font_manager.py:1178(score_stretch)
      484    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
      199    0.000    0.000    0.001    0.000 _parser.py:98(closegroup)
       19    0.000    0.000    0.001    0.000 core.py:266(_trim_arity)
       44    0.000    0.000    0.001    0.000 _base.py:52(__init__)
       94    0.000    0.000    0.001    0.000 typing.py:345(_remove_dups_flatten)
      320    0.000    0.000    0.001    0.000 font_manager.py:1196(score_weight)
        1    0.000    0.000    0.001    0.001 _internal.py:1(<module>)
       32    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
     1272    0.001    0.000    0.001    0.000 enum.py:1544(_get_value)
       24    0.000    0.000    0.001    0.000 typing.py:1566(__getitem__)
        1    0.000    0.000    0.001    0.001 _base.py:537(_AxesBase)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
 3121/738    0.001    0.000    0.001    0.000 __init__.py:353(recursive_subclasses)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
       12    0.000    0.000    0.001    0.000 typing.py:1580(copy_with)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
      635    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:223(define_aliases)
        1    0.000    0.000    0.001    0.001 image.py:959(set_extent)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
      563    0.000    0.000    0.001    0.000 _compiler.py:398(_simple)
       48    0.000    0.000    0.001    0.000 typing.py:1476(copy_with)
        8    0.000    0.000    0.001    0.000 core.py:2905(_generateDefaultName)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
       63    0.000    0.000    0.001    0.000 inspect.py:3287(__str__)
      279    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
       11    0.000    0.000    0.001    0.000 core.py:2906(charsAsStr)
        2    0.000    0.000    0.001    0.001 unicode.py:55(_chars_for_ranges)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
        1    0.000    0.000    0.001    0.001 _utils_impl.py:1(<module>)
      972    0.001    0.000    0.001    0.000 colors.py:216(_is_nth_color)
        1    0.000    0.000    0.001    0.001 backend_bases.py:3500(new_figure_manager)
      837    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.001    0.001 traceback.py:221(extract_stack)
        1    0.000    0.000    0.001    0.001 figure.py:118(FigureBase)
       60    0.000    0.000    0.001    0.000 __init__.py:833(_open_file_or_url)
     2413    0.001    0.000    0.001    0.000 _parser.py:164(__len__)
        1    0.000    0.000    0.001    0.001 traceback.py:377(extract)
        1    0.000    0.000    0.001    0.001 traceback.py:399(_extract_from_extended_frame_gen)
      279    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:1(<module>)
       38    0.000    0.000    0.001    0.000 traceback.py:318(line)
      195    0.000    0.000    0.001    0.000 inspect.py:2020(_signature_get_user_defined_method)
       63    0.000    0.000    0.001    0.000 typing.py:892(__init__)
     1065    0.001    0.000    0.001    0.000 _parser.py:113(__init__)
       29    0.000    0.000    0.001    0.000 typing.py:1065(_generic_class_getitem)
       35    0.001    0.000    0.001    0.000 numeric.py:143(ones)
        1    0.000    0.000    0.001    0.001 rrule.py:1(<module>)
       66    0.000    0.000    0.001    0.000 core.py:4547(__init__)
        2    0.000    0.000    0.001    0.000 linecache.py:26(getline)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
       24    0.000    0.000    0.001    0.000 typing.py:1467(__getitem__)
        2    0.000    0.000    0.001    0.000 linecache.py:36(getlines)
        1    0.000    0.000    0.001    0.001 _add_docstring.py:1(<module>)
       30    0.000    0.000    0.001    0.000 pathlib.py:1081(glob)
     2683    0.001    0.000    0.001    0.000 _parser.py:256(match)
       19    0.000    0.000    0.001    0.000 text.py:194(update)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
        1    0.000    0.000    0.001    0.001 figure.py:2406(__init__)
     4660    0.001    0.000    0.001    0.000 artist.py:1565(<genexpr>)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _add_docstring.py:27(_parse_docstrings)
        1    0.000    0.000    0.001    0.001 _enums.py:1(<module>)
      132    0.000    0.000    0.001    0.000 ast.py:419(visit_Constant)
       10    0.000    0.000    0.001    0.000 extras.py:248(__init__)
       32    0.001    0.000    0.001    0.000 function_base.py:25(linspace)
      334    0.000    0.000    0.001    0.000 __init__.py:102(find_spec)
       10    0.000    0.000    0.001    0.000 extras.py:252(getdoc)
      234    0.000    0.000    0.001    0.000 artist.py:415(pchanged)
       40    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
       30    0.000    0.000    0.001    0.000 enum.py:513(__prepare__)
      619    0.001    0.000    0.001    0.000 enum.py:850(__setattr__)
     2219    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      262    0.001    0.000    0.001    0.000 overrides.py:105(array_function_dispatch)
     3264    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
       23    0.000    0.000    0.001    0.000 text.py:1306(set_fontproperties)
     2500    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
       33    0.000    0.000    0.001    0.000 typing.py:1408(copy_with)
        1    0.001    0.001    0.001    0.001 axis.py:509(Ticker)
  243/241    0.000    0.000    0.001    0.000 cbook.py:285(process)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
     1659    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      737    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
     1458    0.001    0.000    0.001    0.000 _parser.py:293(tell)
        2    0.000    0.000    0.001    0.000 axis.py:633(__init__)
     1822    0.001    0.000    0.001    0.000 inspect.py:372(isfunction)
        1    0.000    0.000    0.001    0.001 backend_agg.py:1(<module>)
     7423    0.001    0.000    0.001    0.000 inspect.py:2786(name)
      133    0.000    0.000    0.001    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
      219    0.000    0.000    0.001    0.000 {built-in method fromkeys}
       86    0.000    0.000    0.001    0.000 __init__.py:244(make_alias)
      423    0.001    0.000    0.001    0.000 <string>:2(__init__)
        1    0.000    0.000    0.001    0.001 TiffTags.py:1(<module>)
       54    0.000    0.000    0.001    0.000 artist.py:180(__init__)
      128    0.001    0.000    0.001    0.000 cbook.py:1795(normalize_kwargs)
       22    0.000    0.000    0.001    0.000 ast.py:34(parse)
     2720    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
       69    0.000    0.000    0.001    0.000 inspect.py:2114(_signature_bound_method)
        4    0.000    0.000    0.001    0.000 axis.py:1215(_set_lim)
        1    0.000    0.000    0.001    0.001 _base.py:1201(_gen_axes_spines)
      334    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
     5636    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        4    0.000    0.000    0.001    0.000 spines.py:432(linear_spine)
      148    0.000    0.000    0.001    0.000 typing.py:1627(__hash__)
        3    0.000    0.000    0.001    0.000 enum.py:863(_create_)
        1    0.000    0.000    0.001    0.001 __init__.py:436(PercentStyle)
      635    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
    154/1    0.000    0.000    0.001    0.001 _mathtext_data.py:1723(_normalize_stix_fontcodes)
        6    0.000    0.000    0.001    0.000 patches.py:48(__init__)
     1116    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       12    0.000    0.000    0.001    0.000 typing.py:747(Optional)
     2061    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
     1333    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.001    0.001 axis.py:2339(__init__)
      182    0.000    0.000    0.001    0.000 contextlib.py:141(__exit__)
      640    0.000    0.000    0.001    0.000 enum.py:79(_is_private)
       32    0.001    0.000    0.001    0.000 {built-in method _io.open}
        1    0.000    0.000    0.001    0.001 transforms.py:1773(AffineBase)
      559    0.000    0.000    0.001    0.000 _function_base_impl.py:343(iterable)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _base.py:3391(tick_params)
      332    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      337    0.000    0.000    0.001    0.000 typing.py:1196(__getattr__)
      635    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:79(__init__)
       30    0.000    0.000    0.001    0.000 markers.py:220(__init__)
       19    0.000    0.000    0.001    0.000 artist.py:1198(update)
     1333    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      259    0.000    0.000    0.001    0.000 {built-in method builtins.any}
       25    0.000    0.000    0.001    0.000 dtypes.py:30(_add_dtype_helper)
     2744    0.001    0.000    0.001    0.000 {method 'get' of 'mappingproxy' objects}
       11    0.000    0.000    0.001    0.000 typing.py:1841(__new__)
        4    0.000    0.000    0.001    0.000 spines.py:35(__init__)
       32    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2317(_IPv6Constants)
        1    0.000    0.000    0.001    0.001 widgets.py:1(<module>)
      425    0.000    0.000    0.001    0.000 <frozen posixpath>:60(isabs)
       19    0.000    0.000    0.001    0.000 arrayprint.py:1652(_array_str_implementation)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _type_check_impl.py:1(<module>)
       16    0.000    0.000    0.001    0.000 core.py:1568(__or__)
   193/93    0.000    0.000    0.001    0.000 core.py:1923(__str__)
        2    0.000    0.000    0.001    0.000 dataclasses.py:638(_frozen_get_del_attr)
      487    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
       34    0.000    0.000    0.001    0.000 ipaddress.py:2241(__init__)
        1    0.000    0.000    0.001    0.001 artist.py:1415(ArtistInspector)
        2    0.000    0.000    0.001    0.000 dataclasses.py:568(_init_fn)
      237    0.000    0.000    0.001    0.000 _parser.py:372(_escape)
        1    0.000    0.000    0.001    0.001 markers.py:1(<module>)
       19    0.000    0.000    0.001    0.000 arrayprint.py:527(wrapper)
      132    0.000    0.000    0.001    0.000 inspect.py:1835(getattr_static)
        4    0.000    0.000    0.001    0.000 core.py:1485(__mul__)
      298    0.000    0.000    0.001    0.000 cbook.py:2063(_setattr_cm)
      686    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:645(parent)
     6235    0.001    0.000    0.001    0.000 inspect.py:2798(kind)
        1    0.000    0.000    0.001    0.001 _triinterpolate.py:1(<module>)
      456    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
1210/1091    0.000    0.000    0.001    0.000 artist.py:316(stale)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
     10/4    0.000    0.000    0.001    0.000 core.py:4287(streamline)
     1694    0.000    0.000    0.001    0.000 unicode.py:63(<genexpr>)
       30    0.000    0.000    0.001    0.000 path.py:99(__init__)
      635    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
       93    0.000    0.000    0.001    0.000 core.py:2361(__init__)
        8    0.000    0.000    0.001    0.000 colors.py:1673(make_norm_from_scale)
       28    0.000    0.000    0.001    0.000 __init__.py:2149(getLogger)
        1    0.001    0.001    0.001    0.001 entities.py:1(<module>)
      313    0.000    0.000    0.001    0.000 function_base.py:488(_add_docstring)
        1    0.000    0.000    0.001    0.001 ImageMode.py:1(<module>)
